chr1	11000000	chr1	39000000	1
chr1	34000000	chr1	39000000	1
chr1	37000000	chr1	39000000	3
chr1	39000000	chr1	39000000	51
chr1	16000000	chr1	40000000	1
chr1	22000000	chr1	40000000	1
chr1	34000000	chr1	40000000	1
chr1	40000000	chr1	40000000	28
chr1	10000000	chr1	41000000	1
chr1	16000000	chr1	41000000	1
chr1	22000000	chr1	41000000	1
chr1	39000000	chr1	41000000	1
chr1	40000000	chr1	41000000	2
chr1	41000000	chr1	41000000	29
chr1	9000000	chr1	42000000	1
chr1	41000000	chr1	42000000	3
chr1	42000000	chr1	42000000	37
chr1	9000000	chr1	43000000	3
chr1	42000000	chr1	43000000	1
chr1	43000000	chr1	43000000	29
chr1	34000000	chr1	44000000	1
chr1	42000000	chr1	44000000	1
chr1	44000000	chr1	44000000	18
chr1	6000000	chr1	45000000	1
chr1	20000000	chr1	45000000	1
chr1	30000000	chr1	45000000	1
chr1	44000000	chr1	45000000	1
chr1	45000000	chr1	45000000	15
chr1	30000000	chr1	46000000	1
chr1	31000000	chr1	46000000	1
chr1	45000000	chr1	46000000	1
chr1	46000000	chr1	46000000	20
chr1	5000000	chr1	47000000	1
chr1	29000000	chr1	47000000	1
chr1	44000000	chr1	47000000	1
chr1	47000000	chr1	47000000	19
chr1	21000000	chr1	48000000	1
chr1	30000000	chr1	48000000	1
chr1	32000000	chr1	48000000	1
chr1	45000000	chr1	48000000	1
chr1	48000000	chr1	48000000	14
chr1	20000000	chr1	49000000	1
chr1	24000000	chr1	49000000	1
chr1	26000000	chr1	49000000	1
chr1	32000000	chr1	49000000	1
chr1	47000000	chr1	49000000	1
chr1	49000000	chr1	49000000	29
chr1	20000000	chr1	50000000	2
chr1	34000000	chr1	50000000	1
chr1	50000000	chr1	50000000	17
chr1	14000000	chr1	51000000	1
chr1	17000000	chr1	51000000	1
chr1	22000000	chr1	51000000	1
chr1	29000000	chr1	51000000	1
chr1	33000000	chr1	51000000	1
chr1	43000000	chr1	51000000	2
chr1	48000000	chr1	51000000	1
chr1	50000000	chr1	51000000	2
chr1	51000000	chr1	51000000	36
chr1	7000000	chr1	52000000	1
chr1	20000000	chr1	52000000	1
chr1	24000000	chr1	52000000	1
chr1	26000000	chr1	52000000	1
chr1	49000000	chr1	52000000	1
chr1	52000000	chr1	52000000	33
chr1	14000000	chr1	53000000	1
chr1	24000000	chr1	53000000	1
chr1	35000000	chr1	53000000	1
chr1	37000000	chr1	53000000	2
chr1	38000000	chr1	53000000	1
chr1	46000000	chr1	53000000	18
chr1	53000000	chr1	53000000	30
chr1	4000000	chr1	54000000	1
chr1	52000000	chr1	54000000	2
chr1	54000000	chr1	54000000	33
chr1	24000000	chr1	55000000	3
chr1	25000000	chr1	55000000	1
chr1	37000000	chr1	55000000	1
chr1	43000000	chr1	55000000	2
chr1	54000000	chr1	55000000	1
chr1	55000000	chr1	55000000	29
chr1	31000000	chr1	56000000	1
chr1	36000000	chr1	56000000	1
chr1	37000000	chr1	56000000	1
chr1	55000000	chr1	56000000	2
chr1	56000000	chr1	56000000	24
chr1	5000000	chr1	57000000	1
chr1	29000000	chr1	57000000	2
chr1	55000000	chr1	57000000	1
chr1	56000000	chr1	57000000	1
chr1	57000000	chr1	57000000	36
chr1	21000000	chr1	58000000	1
chr1	52000000	chr1	58000000	1
chr1	57000000	chr1	58000000	2
chr1	58000000	chr1	58000000	36
chr1	22000000	chr1	59000000	1
chr1	48000000	chr1	59000000	1
chr1	58000000	chr1	59000000	3
chr1	59000000	chr1	59000000	38
chr1	9000000	chr1	60000000	1
chr1	22000000	chr1	60000000	2
chr1	23000000	chr1	60000000	2
chr1	27000000	chr1	60000000	1
chr1	31000000	chr1	60000000	1
chr1	32000000	chr1	60000000	1
chr1	34000000	chr1	60000000	2
chr1	35000000	chr1	60000000	1
chr1	36000000	chr1	60000000	1
chr1	41000000	chr1	60000000	1
chr1	43000000	chr1	60000000	2
chr1	50000000	chr1	60000000	1
chr1	51000000	chr1	60000000	1
chr1	53000000	chr1	60000000	1
chr1	55000000	chr1	60000000	1
chr1	60000000	chr1	60000000	25
chr1	21000000	chr1	61000000	1
chr1	33000000	chr1	61000000	1
chr1	60000000	chr1	61000000	1
chr1	61000000	chr1	61000000	34
chr1	31000000	chr1	62000000	1
chr1	59000000	chr1	62000000	1
chr1	61000000	chr1	62000000	1
chr1	62000000	chr1	62000000	36
chr1	6000000	chr1	63000000	1
chr1	57000000	chr1	63000000	1
chr1	62000000	chr1	63000000	1
chr1	63000000	chr1	63000000	36
chr1	22000000	chr1	64000000	1
chr1	29000000	chr1	64000000	2
chr1	55000000	chr1	64000000	4
chr1	58000000	chr1	64000000	1
chr1	61000000	chr1	64000000	2
chr1	64000000	chr1	64000000	31
chr1	22000000	chr1	65000000	1
chr1	34000000	chr1	65000000	1
chr1	51000000	chr1	65000000	1
chr1	53000000	chr1	65000000	1
chr1	58000000	chr1	65000000	1
chr1	59000000	chr1	65000000	1
chr1	65000000	chr1	65000000	26
chr1	55000000	chr1	66000000	1
chr1	65000000	chr1	66000000	2
chr1	66000000	chr1	66000000	23
chr1	65000000	chr1	67000000	1
chr1	66000000	chr1	67000000	2
chr1	67000000	chr1	67000000	21
chr1	34000000	chr1	68000000	1
chr1	50000000	chr1	68000000	1
chr1	54000000	chr1	68000000	1
chr1	61000000	chr1	68000000	1
chr1	68000000	chr1	68000000	19
chr1	19000000	chr1	69000000	1
chr1	66000000	chr1	69000000	2
chr1	67000000	chr1	69000000	1
chr1	69000000	chr1	69000000	28
chr1	70000000	chr1	70000000	30
chr1	33000000	chr1	71000000	1
chr1	69000000	chr1	71000000	3
chr1	70000000	chr1	71000000	1
chr1	71000000	chr1	71000000	34
chr1	44000000	chr1	72000000	1
chr1	62000000	chr1	72000000	1
chr1	63000000	chr1	72000000	1
chr1	69000000	chr1	72000000	4
chr1	70000000	chr1	72000000	1
chr1	71000000	chr1	72000000	2
chr1	72000000	chr1	72000000	33
chr1	7000000	chr1	73000000	2
chr1	57000000	chr1	73000000	1
chr1	72000000	chr1	73000000	4
chr1	73000000	chr1	73000000	46
chr1	34000000	chr1	74000000	2
chr1	44000000	chr1	74000000	1
chr1	51000000	chr1	74000000	1
chr1	66000000	chr1	74000000	2
chr1	73000000	chr1	74000000	1
chr1	74000000	chr1	74000000	38
chr1	54000000	chr1	75000000	1
chr1	65000000	chr1	75000000	1
chr1	75000000	chr1	75000000	27
chr1	75000000	chr1	76000000	2
chr1	76000000	chr1	76000000	34
chr1	69000000	chr1	77000000	1
chr1	76000000	chr1	77000000	1
chr1	77000000	chr1	77000000	42
chr1	24000000	chr1	78000000	1
chr1	52000000	chr1	78000000	2
chr1	67000000	chr1	78000000	1
chr1	75000000	chr1	78000000	3
chr1	77000000	chr1	78000000	2
chr1	78000000	chr1	78000000	31
chr1	70000000	chr1	79000000	1
chr1	74000000	chr1	79000000	2
chr1	78000000	chr1	79000000	2
chr1	79000000	chr1	79000000	36
chr1	74000000	chr1	80000000	1
chr1	78000000	chr1	80000000	1
chr1	79000000	chr1	80000000	2
chr1	80000000	chr1	80000000	25
chr1	52000000	chr1	81000000	1
chr1	72000000	chr1	81000000	1
chr1	81000000	chr1	81000000	17
chr1	47000000	chr1	82000000	1
chr1	52000000	chr1	82000000	3
chr1	76000000	chr1	82000000	1
chr1	79000000	chr1	82000000	1
chr1	80000000	chr1	82000000	1
chr1	82000000	chr1	82000000	24
chr1	31000000	chr1	83000000	1
chr1	32000000	chr1	83000000	1
chr1	46000000	chr1	83000000	1
chr1	53000000	chr1	83000000	3
chr1	67000000	chr1	83000000	1
chr1	77000000	chr1	83000000	1
chr1	82000000	chr1	83000000	2
chr1	83000000	chr1	83000000	38
chr1	53000000	chr1	84000000	1
chr1	65000000	chr1	84000000	2
chr1	66000000	chr1	84000000	1
chr1	82000000	chr1	84000000	1
chr1	83000000	chr1	84000000	4
chr1	84000000	chr1	84000000	30
chr1	20000000	chr1	85000000	1
chr1	33000000	chr1	85000000	1
chr1	48000000	chr1	85000000	3
chr1	55000000	chr1	85000000	1
chr1	65000000	chr1	85000000	1
chr1	81000000	chr1	85000000	2
chr1	82000000	chr1	85000000	3
chr1	84000000	chr1	85000000	2
chr1	85000000	chr1	85000000	42
chr1	73000000	chr1	87000000	2
chr1	83000000	chr1	87000000	1
chr1	85000000	chr1	87000000	21
chr1	87000000	chr1	87000000	49
chr1	72000000	chr1	88000000	1
chr1	87000000	chr1	88000000	1
chr1	88000000	chr1	88000000	40
chr1	44000000	chr1	89000000	1
chr1	45000000	chr1	89000000	1
chr1	48000000	chr1	89000000	1
chr1	87000000	chr1	89000000	1
chr1	88000000	chr1	89000000	1
chr1	89000000	chr1	89000000	34
chr1	3000000	chr1	90000000	1
chr1	22000000	chr1	90000000	1
chr1	24000000	chr1	90000000	1
chr1	57000000	chr1	90000000	1
chr1	62000000	chr1	90000000	1
chr1	68000000	chr1	90000000	1
chr1	72000000	chr1	90000000	1
chr1	74000000	chr1	90000000	1
chr1	89000000	chr1	90000000	1
chr1	90000000	chr1	90000000	56
chr1	21000000	chr1	91000000	1
chr1	31000000	chr1	91000000	1
chr1	46000000	chr1	91000000	1
chr1	53000000	chr1	91000000	1
chr1	78000000	chr1	91000000	1
chr1	83000000	chr1	91000000	1
chr1	89000000	chr1	91000000	2
chr1	90000000	chr1	91000000	2
chr1	91000000	chr1	91000000	52
chr1	22000000	chr1	92000000	1
chr1	34000000	chr1	92000000	1
chr1	58000000	chr1	92000000	2
chr1	64000000	chr1	92000000	1
chr1	84000000	chr1	92000000	1
chr1	85000000	chr1	92000000	1
chr1	88000000	chr1	92000000	1
chr1	90000000	chr1	92000000	1
chr1	92000000	chr1	92000000	46
chr1	56000000	chr1	93000000	1
chr1	57000000	chr1	93000000	1
chr1	69000000	chr1	93000000	1
chr1	92000000	chr1	93000000	2
chr1	93000000	chr1	93000000	43
chr1	56000000	chr1	94000000	1
chr1	59000000	chr1	94000000	1
chr1	62000000	chr1	94000000	1
chr1	71000000	chr1	94000000	2
chr1	72000000	chr1	94000000	1
chr1	73000000	chr1	94000000	1
chr1	88000000	chr1	94000000	4
chr1	90000000	chr1	94000000	1
chr1	92000000	chr1	94000000	1
chr1	93000000	chr1	94000000	3
chr1	94000000	chr1	94000000	54
chr1	44000000	chr1	95000000	1
chr1	66000000	chr1	95000000	1
chr1	67000000	chr1	95000000	2
chr1	93000000	chr1	95000000	1
chr1	95000000	chr1	95000000	29
chr1	66000000	chr1	96000000	1
chr1	67000000	chr1	96000000	1
chr1	74000000	chr1	96000000	1
chr1	96000000	chr1	96000000	20
chr1	40000000	chr1	97000000	1
chr1	96000000	chr1	97000000	2
chr1	97000000	chr1	97000000	26
chr1	98000000	chr1	98000000	24
chr1	97000000	chr1	99000000	1
chr1	98000000	chr1	99000000	2
chr1	99000000	chr1	99000000	16
chr1	23000000	chr1	100000000	1
chr1	44000000	chr1	100000000	1
chr1	87000000	chr1	100000000	1
chr1	99000000	chr1	100000000	3
chr1	100000000	chr1	100000000	17
chr1	66000000	chr1	101000000	1
chr1	67000000	chr1	101000000	1
chr1	74000000	chr1	101000000	1
chr1	101000000	chr1	101000000	26
chr1	84000000	chr1	102000000	1
chr1	96000000	chr1	102000000	1
chr1	99000000	chr1	102000000	1
chr1	101000000	chr1	102000000	1
chr1	102000000	chr1	102000000	35
chr1	92000000	chr1	103000000	1
chr1	96000000	chr1	103000000	1
chr1	102000000	chr1	103000000	1
chr1	103000000	chr1	103000000	24
chr1	74000000	chr1	104000000	1
chr1	103000000	chr1	104000000	1
chr1	104000000	chr1	104000000	20
chr1	73000000	chr1	105000000	1
chr1	74000000	chr1	105000000	1
chr1	97000000	chr1	105000000	1
chr1	98000000	chr1	105000000	1
chr1	99000000	chr1	105000000	1
chr1	100000000	chr1	105000000	1
chr1	101000000	chr1	105000000	1
chr1	104000000	chr1	105000000	1
chr1	105000000	chr1	105000000	19
chr1	68000000	chr1	106000000	1
chr1	74000000	chr1	106000000	1
chr1	85000000	chr1	106000000	1
chr1	90000000	chr1	106000000	1
chr1	97000000	chr1	106000000	2
chr1	105000000	chr1	106000000	2
chr1	106000000	chr1	106000000	14
chr1	72000000	chr1	107000000	1
chr1	73000000	chr1	107000000	1
chr1	74000000	chr1	107000000	1
chr1	81000000	chr1	107000000	1
chr1	92000000	chr1	107000000	2
chr1	94000000	chr1	107000000	1
chr1	105000000	chr1	107000000	1
chr1	107000000	chr1	107000000	38
chr1	65000000	chr1	108000000	1
chr1	71000000	chr1	108000000	1
chr1	84000000	chr1	108000000	1
chr1	94000000	chr1	108000000	4
chr1	96000000	chr1	108000000	1
chr1	105000000	chr1	108000000	1
chr1	107000000	chr1	108000000	2
chr1	108000000	chr1	108000000	34
chr1	109000000	chr1	109000000	29
chr1	100000000	chr1	110000000	1
chr1	110000000	chr1	110000000	17
chr1	15000000	chr1	111000000	1
chr1	95000000	chr1	111000000	2
chr1	102000000	chr1	111000000	1
chr1	108000000	chr1	111000000	1
chr1	109000000	chr1	111000000	1
chr1	110000000	chr1	111000000	2
chr1	111000000	chr1	111000000	18
chr1	90000000	chr1	112000000	1
chr1	108000000	chr1	112000000	2
chr1	111000000	chr1	112000000	1
chr1	112000000	chr1	112000000	18
chr1	87000000	chr1	113000000	1
chr1	111000000	chr1	113000000	3
chr1	112000000	chr1	113000000	3
chr1	113000000	chr1	113000000	22
chr1	45000000	chr1	114000000	1
chr1	114000000	chr1	114000000	21
chr1	94000000	chr1	115000000	1
chr1	98000000	chr1	115000000	1
chr1	115000000	chr1	115000000	25
chr1	98000000	chr1	116000000	1
chr1	115000000	chr1	116000000	4
chr1	116000000	chr1	116000000	25
chr1	102000000	chr1	117000000	1
chr1	114000000	chr1	117000000	1
chr1	115000000	chr1	117000000	1
chr1	117000000	chr1	117000000	25
chr1	112000000	chr1	118000000	1
chr1	115000000	chr1	118000000	1
chr1	117000000	chr1	118000000	1
chr1	118000000	chr1	118000000	22
chr1	118000000	chr1	119000000	2
chr1	119000000	chr1	119000000	16
chr1	73000000	chr1	120000000	1
chr1	117000000	chr1	120000000	1
chr1	120000000	chr1	120000000	32
chr1	107000000	chr1	121000000	1
chr1	119000000	chr1	121000000	1
chr1	120000000	chr1	121000000	1
chr1	121000000	chr1	121000000	47
chr1	95000000	chr1	122000000	1
chr1	122000000	chr1	122000000	36
chr1	39000000	chr1	123000000	1
chr1	79000000	chr1	123000000	2
chr1	80000000	chr1	123000000	2
chr1	90000000	chr1	123000000	1
chr1	94000000	chr1	123000000	1
chr1	100000000	chr1	123000000	3
chr1	122000000	chr1	123000000	1
chr1	123000000	chr1	123000000	38
chr1	70000000	chr1	124000000	1
chr1	85000000	chr1	124000000	1
chr1	96000000	chr1	124000000	1
chr1	101000000	chr1	124000000	1
chr1	102000000	chr1	124000000	2
chr1	124000000	chr1	124000000	28
chr1	85000000	chr1	125000000	1
chr1	95000000	chr1	125000000	2
chr1	124000000	chr1	125000000	1
chr1	125000000	chr1	125000000	25
chr1	62000000	chr1	126000000	1
chr1	66000000	chr1	126000000	1
chr1	74000000	chr1	126000000	1
chr1	85000000	chr1	126000000	1
chr1	89000000	chr1	126000000	1
chr1	90000000	chr1	126000000	1
chr1	91000000	chr1	126000000	1
chr1	94000000	chr1	126000000	1
chr1	110000000	chr1	126000000	1
chr1	111000000	chr1	126000000	1
chr1	125000000	chr1	126000000	1
chr1	126000000	chr1	126000000	25
chr1	58000000	chr1	127000000	1
chr1	65000000	chr1	127000000	1
chr1	82000000	chr1	127000000	1
chr1	104000000	chr1	127000000	1
chr1	106000000	chr1	127000000	1
chr1	107000000	chr1	127000000	2
chr1	126000000	chr1	127000000	1
chr1	127000000	chr1	127000000	51
chr1	93000000	chr1	128000000	1
chr1	103000000	chr1	128000000	2
chr1	104000000	chr1	128000000	3
chr1	105000000	chr1	128000000	1
chr1	116000000	chr1	128000000	2
chr1	117000000	chr1	128000000	1
chr1	127000000	chr1	128000000	1
chr1	128000000	chr1	128000000	37
chr1	104000000	chr1	129000000	1
chr1	117000000	chr1	129000000	1
chr1	127000000	chr1	129000000	1
chr1	128000000	chr1	129000000	3
chr1	129000000	chr1	129000000	30
chr1	23000000	chr1	130000000	1
chr1	93000000	chr1	130000000	1
chr1	118000000	chr1	130000000	1
chr1	127000000	chr1	130000000	1
chr1	129000000	chr1	130000000	1
chr1	130000000	chr1	130000000	44
chr1	67000000	chr1	131000000	1
chr1	96000000	chr1	131000000	1
chr1	99000000	chr1	131000000	1
chr1	104000000	chr1	131000000	1
chr1	118000000	chr1	131000000	1
chr1	119000000	chr1	131000000	2
chr1	130000000	chr1	131000000	1
chr1	131000000	chr1	131000000	29
chr1	98000000	chr1	132000000	1
chr1	99000000	chr1	132000000	1
chr1	123000000	chr1	132000000	1
chr1	130000000	chr1	132000000	1
chr1	131000000	chr1	132000000	1
chr1	132000000	chr1	132000000	30
chr1	95000000	chr1	133000000	1
chr1	120000000	chr1	133000000	1
chr1	122000000	chr1	133000000	3
chr1	133000000	chr1	133000000	33
chr1	88000000	chr1	134000000	1
chr1	101000000	chr1	134000000	1
chr1	134000000	chr1	134000000	35
chr1	74000000	chr1	135000000	1
chr1	102000000	chr1	135000000	1
chr1	133000000	chr1	135000000	1
chr1	134000000	chr1	135000000	2
chr1	135000000	chr1	135000000	47
chr1	80000000	chr1	136000000	1
chr1	135000000	chr1	136000000	2
chr1	136000000	chr1	136000000	33
chr1	80000000	chr1	137000000	1
chr1	105000000	chr1	137000000	1
chr1	120000000	chr1	137000000	1
chr1	132000000	chr1	137000000	1
chr1	133000000	chr1	137000000	1
chr1	136000000	chr1	137000000	1
chr1	137000000	chr1	137000000	40
chr1	69000000	chr1	138000000	1
chr1	88000000	chr1	138000000	1
chr1	95000000	chr1	138000000	1
chr1	108000000	chr1	138000000	1
chr1	138000000	chr1	138000000	43
chr1	132000000	chr1	139000000	1
chr1	139000000	chr1	139000000	36
chr1	128000000	chr1	140000000	1
chr1	130000000	chr1	140000000	1
chr1	133000000	chr1	140000000	2
chr1	139000000	chr1	140000000	1
chr1	140000000	chr1	140000000	24
chr1	125000000	chr1	141000000	1
chr1	131000000	chr1	141000000	1
chr1	139000000	chr1	141000000	3
chr1	141000000	chr1	141000000	26
chr1	17000000	chr1	142000000	1
chr1	77000000	chr1	142000000	1
chr1	141000000	chr1	142000000	1
chr1	142000000	chr1	142000000	19
chr1	93000000	chr1	143000000	1
chr1	125000000	chr1	143000000	1
chr1	143000000	chr1	143000000	18
chr1	107000000	chr1	144000000	1
chr1	120000000	chr1	144000000	1
chr1	134000000	chr1	144000000	1
chr1	137000000	chr1	144000000	1
chr1	144000000	chr1	144000000	15
chr1	74000000	chr1	145000000	1
chr1	145000000	chr1	145000000	29
chr1	73000000	chr1	146000000	1
chr1	95000000	chr1	146000000	1
chr1	113000000	chr1	146000000	1
chr1	118000000	chr1	146000000	1
chr1	142000000	chr1	146000000	2
chr1	144000000	chr1	146000000	1
chr1	145000000	chr1	146000000	1
chr1	146000000	chr1	146000000	20
chr1	111000000	chr1	147000000	1
chr1	128000000	chr1	147000000	1
chr1	136000000	chr1	147000000	1
chr1	146000000	chr1	147000000	2
chr1	147000000	chr1	147000000	23
chr1	100000000	chr1	148000000	1
chr1	129000000	chr1	148000000	1
chr1	144000000	chr1	148000000	1
chr1	148000000	chr1	148000000	18
chr1	100000000	chr1	149000000	1
chr1	145000000	chr1	149000000	1
chr1	146000000	chr1	149000000	1
chr1	148000000	chr1	149000000	4
chr1	149000000	chr1	149000000	20
chr1	5000000	chr1	150000000	1
chr1	102000000	chr1	150000000	1
chr1	149000000	chr1	150000000	2
chr1	150000000	chr1	150000000	24
chr1	53000000	chr1	151000000	1
chr1	102000000	chr1	151000000	1
chr1	149000000	chr1	151000000	1
chr1	151000000	chr1	151000000	21
chr1	97000000	chr1	152000000	2
chr1	136000000	chr1	152000000	1
chr1	150000000	chr1	152000000	1
chr1	151000000	chr1	152000000	2
chr1	152000000	chr1	152000000	27
chr1	130000000	chr1	153000000	1
chr1	151000000	chr1	153000000	1
chr1	152000000	chr1	153000000	2
chr1	153000000	chr1	153000000	25
chr1	129000000	chr1	154000000	2
chr1	132000000	chr1	154000000	1
chr1	139000000	chr1	154000000	1
chr1	153000000	chr1	154000000	1
chr1	154000000	chr1	154000000	39
chr1	120000000	chr1	155000000	1
chr1	136000000	chr1	155000000	3
chr1	145000000	chr1	155000000	1
chr1	153000000	chr1	155000000	1
chr1	154000000	chr1	155000000	3
chr1	155000000	chr1	155000000	26
chr1	57000000	chr1	156000000	1
chr1	67000000	chr1	156000000	1
chr1	94000000	chr1	156000000	1
chr1	132000000	chr1	156000000	2
chr1	137000000	chr1	156000000	2
chr1	139000000	chr1	156000000	1
chr1	155000000	chr1	156000000	1
chr1	156000000	chr1	156000000	29
chr1	106000000	chr1	157000000	1
chr1	128000000	chr1	157000000	1
chr1	136000000	chr1	157000000	1
chr1	155000000	chr1	157000000	2
chr1	156000000	chr1	157000000	1
chr1	157000000	chr1	157000000	24
chr1	87000000	chr1	158000000	1
chr1	88000000	chr1	158000000	1
chr1	129000000	chr1	158000000	1
chr1	132000000	chr1	158000000	1
chr1	157000000	chr1	158000000	1
chr1	158000000	chr1	158000000	31
chr1	93000000	chr1	159000000	1
chr1	139000000	chr1	159000000	1
chr1	158000000	chr1	159000000	2
chr1	159000000	chr1	159000000	27
chr1	21000000	chr1	160000000	1
chr1	138000000	chr1	160000000	2
chr1	143000000	chr1	160000000	1
chr1	159000000	chr1	160000000	2
chr1	160000000	chr1	160000000	34
chr1	133000000	chr1	161000000	1
chr1	137000000	chr1	161000000	2
chr1	139000000	chr1	161000000	1
chr1	159000000	chr1	161000000	1
chr1	160000000	chr1	161000000	3
chr1	161000000	chr1	161000000	40
chr1	111000000	chr1	162000000	1
chr1	124000000	chr1	162000000	2
chr1	139000000	chr1	162000000	1
chr1	144000000	chr1	162000000	1
chr1	157000000	chr1	162000000	1
chr1	161000000	chr1	162000000	1
chr1	162000000	chr1	162000000	28
chr1	163000000	chr1	163000000	32
chr1	99000000	chr1	164000000	1
chr1	104000000	chr1	164000000	1
chr1	110000000	chr1	164000000	1
chr1	123000000	chr1	164000000	1
chr1	132000000	chr1	164000000	1
chr1	139000000	chr1	164000000	1
chr1	163000000	chr1	164000000	2
chr1	164000000	chr1	164000000	27
chr1	70000000	chr1	165000000	1
chr1	118000000	chr1	165000000	1
chr1	123000000	chr1	165000000	1
chr1	132000000	chr1	165000000	1
chr1	153000000	chr1	165000000	1
chr1	160000000	chr1	165000000	1
chr1	165000000	chr1	165000000	47
chr1	37000000	chr1	166000000	1
chr1	131000000	chr1	166000000	1
chr1	153000000	chr1	166000000	3
chr1	155000000	chr1	166000000	1
chr1	157000000	chr1	166000000	1
chr1	160000000	chr1	166000000	1
chr1	165000000	chr1	166000000	2
chr1	166000000	chr1	166000000	33
chr1	156000000	chr1	167000000	1
chr1	162000000	chr1	167000000	1
chr1	167000000	chr1	167000000	33
chr1	136000000	chr1	168000000	1
chr1	168000000	chr1	168000000	38
chr1	141000000	chr1	169000000	1
chr1	142000000	chr1	169000000	1
chr1	157000000	chr1	169000000	1
chr1	161000000	chr1	169000000	1
chr1	168000000	chr1	169000000	3
chr1	169000000	chr1	169000000	37
chr1	124000000	chr1	170000000	3
chr1	160000000	chr1	170000000	2
chr1	168000000	chr1	170000000	1
chr1	170000000	chr1	170000000	33
chr1	69000000	chr1	171000000	1
chr1	138000000	chr1	171000000	1
chr1	169000000	chr1	171000000	1
chr1	170000000	chr1	171000000	2
chr1	171000000	chr1	171000000	19
chr1	140000000	chr1	172000000	1
chr1	170000000	chr1	172000000	5
chr1	172000000	chr1	172000000	35
chr1	59000000	chr1	173000000	1
chr1	70000000	chr1	173000000	1
chr1	140000000	chr1	173000000	2
chr1	154000000	chr1	173000000	2
chr1	155000000	chr1	173000000	2
chr1	156000000	chr1	173000000	1
chr1	167000000	chr1	173000000	1
chr1	173000000	chr1	173000000	46
chr1	136000000	chr1	174000000	1
chr1	138000000	chr1	174000000	1
chr1	153000000	chr1	174000000	1
chr1	167000000	chr1	174000000	1
chr1	174000000	chr1	174000000	27
chr1	106000000	chr1	175000000	1
chr1	170000000	chr1	175000000	1
chr1	174000000	chr1	175000000	2
